year,state,district,rape,attempt_to_rape,gang_rape,murder_with_rape,kidnapping_and_abduction,dowry_deaths,dowry_prohibition_act,cruelty_by_husband_or_relatives_498A,acid_attack,attempt_to_acid_attack,assault_on_women_modesty_354,assault_intent_disrobe_354B,voyeurism_354C,stalking_354D,insult_to_modesty_509,trafficking,procuration_of_minor_girls,importation_of_girls,immoral_traffic_act,indecent_representation_of_women,women_killed_in_honour_killing,witch_hunting,cyber_crime_obscenity_against_women,cyber_stalking_bullying_against_women,child_marriage_prohibition_act,pocso_rape,pocso_assault,pocso_harassment,pocso_unnatural_offences,pocso_other,abduction_for_marriage,abduction_for_illicit_intercourse,attempt_to_kidnap,domestic_violence_act_cases,abetment_to_suicide_women,attempt_to_murder_women,insult_outraging_modesty_other,sexual_harassment_workplace,dowry_harassment,marital_rape_reports,total_cases
2018,Uttar Pradesh,Uttar District 2,19,17,23,14,26,18,20,30,16,18,28,24,17,19,17,17,22,21,31,17,18,18,18,20,15,18,19,16,22,14,22,17,20,21,17,24,23,16,16,10,1670
2018,Uttar Pradesh,Uttar District 3,17,19,26,22,30,19,18,25,18,23,34,20,21,15,24,28,18,19,18,16,15,17,15,28,14,16,16,16,22,23,27,20,21,21,25,19,19,27,10,23,1754
2018,Uttar Pradesh,Uttar District 4,20,24,15,16,37,20,16,27,24,25,28,19,14,23,15,21,22,21,19,20,18,17,9,21,17,18,17,15,20,22,16,16,19,23,17,13,17,13,26,25,1720
2018,Uttar Pradesh,Uttar District 5,22,17,14,21,17,12,15,28,16,19,26,11,18,21,23,32,20,15,17,25,13,22,13,16,13,21,16,14,15,15,26,19,18,16,22,19,16,23,16,19,1680
2018,Uttar Pradesh,Uttar District 6,13,16,15,16,13,20,17,30,19,19,32,21,13,13,18,16,27,27,14,21,21,20,17,16,15,24,19,11,20,14,17,18,17,13,20,12,17,19,17,21,1634
2018,Uttar Pradesh,Uttar District 7,21,16,19,19,31,6,21,27,17,25,32,19,20,21,25,19,15,24,22,15,22,16,24,16,20,24,17,16,13,19,16,17,20,19,14,18,25,23,11,31,1692
2018,Uttar Pradesh,Uttar District 8,16,11,16,14,28,15,23,34,17,19,30,20,9,17,21,15,21,15,11,24,22,11,18,19,16,18,21,15,18,19,26,11,21,18,22,21,10,18,16,16,1631
2018,Uttarakhand,Uttarakhand District 1,5,11,10,7,16,9,10,22,9,9,22,7,17,14,10,4,9,8,13,7,5,7,6,8,4,8,6,10,18,5,3,9,13,8,5,5,11,5,10,11,815
2018,Uttarakhand,Uttarakhand District 2,7,7,8,3,20,5,6,7,12,6,16,8,9,6,11,17,9,9,8,7,11,9,8,9,13,12,8,10,8,9,8,8,9,10,9,7,7,8,12,4,771
2018,Uttarakhand,Uttarakhand District 3,11,8,11,9,22,12,8,24,11,7,19,12,16,7,8,8,3,9,8,6,10,8,8,13,9,8,8,6,5,5,5,10,7,9,6,4,6,8,6,8,778
2018,Uttarakhand,Uttarakhand District 4,8,11,8,7,30,4,7,22,9,8,21,10,5,9,9,10,12,7,12,16,10,9,11,7,6,7,6,8,8,6,8,9,7,10,8,12,6,3,5,9,814
2018,Uttarakhand,Uttarakhand District 5,10,3,12,10,19,7,11,11,6,7,23,6,11,11,5,9,8,8,7,10,5,8,8,9,11,7,8,10,10,3,12,9,7,11,11,4,3,10,3,6,790
2018,Uttarakhand,Uttarakhand District 6,14,6,4,11,16,8,7,25,10,13,15,8,14,6,2,7,6,8,11,7,8,6,4,6,11,11,6,10,10,6,8,13,7,8,7,6,4,16,7,9,780
2018,Uttarakhand,Uttarakhand District 7,7,20,6,9,14,8,7,21,6,2,12,9,5,5,7,7,5,11,6,6,11,5,13,12,4,13,6,11,10,10,11,10,5,8,8,9,5,11,15,10,782
2018,Uttarakhand,Uttarakhand District 8,10,8,7,6,19,4,5,13,12,9,26,10,8,10,7,9,3,9,6,6,13,4,8,5,8,6,9,6,5,4,7,9,5,6,14,11,12,9,8,12,771
2018,Uttarakhand,Uttarakhand District 9,12,6,6,9,15,11,9,13,7,7,14,11,12,14,5,7,6,10,9,6,13,6,7,10,11,8,8,11,13,5,10,7,10,9,11,4,6,9,7,13,816
2018,Uttarakhand,Uttarakhand District 10,16,12,5,5,27,9,6,13,7,7,17,10,12,7,7,11,10,4,10,10,7,10,11,8,12,7,10,8,7,14,8,7,8,10,8,11,10,6,9,4,815
2018,Uttarakhand,Uttarakhand District 11,9,13,9,10,24,8,6,19,7,9,17,9,7,13,8,6,12,15,10,18,14,7,6,11,7,12,14,9,13,12,7,9,6,13,10,8,9,10,7,11,836
2018,Uttarakhand,Uttarakhand District 12,7,9,8,8,20,9,5,24,7,13,18,9,8,5,16,7,8,15,9,8,9,13,13,6,10,10,8,11,11,10,5,9,12,15,7,11,11,9,1,11,843
2018,Uttarakhand,Uttarakhand District 13,10,6,13,11,19,12,12,19,8,6,22,12,16,9,8,17,7,14,12,9,12,10,7,7,10,5,10,9,14,14,6,11,7,7,4,9,11,11,7,5,858
2018,Uttarakhand,Uttarakhand District 14,8,15,14,7,22,8,4,17,10,11,22,7,8,4,11,12,7,8,11,10,11,6,4,10,9,9,13,8,10,7,10,4,11,15,7,9,6,5,11,6,811
2018,Uttarakhand,Uttarakhand District 15,7,7,8,10,18,12,10,24,11,10,17,12,7,11,9,5,7,8,13,8,5,4,7,3,12,6,10,10,5,11,10,3,4,9,4,8,11,10,7,5,774
2018,Uttarakhand,Uttarakhand District 16,5,8,3,9,20,6,9,19,9,8,13,8,9,6,13,8,8,8,12,13,12,8,11,7,8,10,6,12,9,6,13,11,9,8,5,8,9,5,7,13,822
2018,Uttarakhand,Uttarakhand District 17,12,7,7,11,21,7,6,11,10,16,23,6,2,4,5,11,14,13,10,8,6,10,12,6,12,9,6,10,7,7,8,5,4,8,7,12,8,10,5,4,781
2018,Uttarakhand,Uttarakhand District 18,14,8,7,8,15,8,10,29,10,7,21,13,2,15,11,9,11,9,12,9,10,3,14,6,8,5,1,9,10,10,6,5,10,14,12,16,5,18,6,7,869
2018,Uttarakhand,Uttarakhand District 19,9,7,7,10,21,8,5,15,10,7,19,9,9,14,6,16,12,11,9,9,4,8,13,6,11,8,9,5,12,8,8,6,8,7,14,7,11,5,8,4,810
2018,West Bengal,West District 1,21,20,23,13,34,15,14,28,20,21,36,19,20,17,17,22,27,23,16,12,19,21,18,16,26,18,21,17,15,26,13,20,19,20,19,15,13,23,16,22,1745
2018,West Bengal,West District 2,20,24,17,18,24,20,22,31,21,21,24,23,17,23,17,16,12,24,21,19,20,14,27,18,20,17,17,20,21,19,14,13,15,28,13,19,13,18,21,19,1744
2018,West Bengal,West District 3,14,22,19,20,25,24,16,22,17,17,19,19,22,15,15,12,22,21,22,14,18,20,22,22,19,20,20,16,26,19,12,21,23,29,27,13,19,23,20,17,1679
2018,West Bengal,West District 4,18,18,17,16,29,11,19,17,14,23,39,16,23,15,19,19,23,17,18,14,14,22,18,18,14,23,14,17,13,13,19,21,21,20,24,21,18,22,24,21,1649
2018,West Bengal,West District 5,19,15,6,16,21,19,20,20,24,15,31,14,19,20,16,32,15,16,22,13,18,20,22,21,15,21,15,22,18,26,19,15,18,15,16,17,22,17,16,22,1634
2018,West Bengal,West District 6,18,16,23,12,29,15,28,34,23,8,39,16,19,21,13,21,22,12,15,18,25,22,17,17,13,21,21,13,21,17,13,22,19,22,14,20,17,19,14,11,1623
2018,West Bengal,West District 7,15,13,21,14,19,16,29,22,19,19,30,14,22,22,23,18,21,29,24,22,30,15,29,19,14,22,18,22,26,20,18,19,15,14,16,16,21,19,26,19,1755
2018,West Bengal,West District 8,14,14,17,25,25,22,25,24,19,20,30,28,18,17,16,16,17,18,18,23,16,21,20,17,14,26,13,25,14,12,22,24,19,16,20,14,18,22,12,17,1669
2018,West Bengal,West District 9,26,13,20,19,30,18,17,23,24,18,20,25,16,13,21,19,14,14,13,14,24,25,20,15,17,18,16,20,23,18,14,13,14,14,20,24,15,14,13,21,1662
2018,West Bengal,West District 10,24,23,13,24,29,13,13,34,23,20,28,14,11,23,17,18,28,17,24,16,20,20,20,21,12,19,18,11,19,10,17,18,20,19,15,19,13,11,24,15,1714
2018,West Bengal,West District 11,16,15,19,17,29,15,14,31,11,13,26,20,15,19,21,23,20,21,16,21,15,23,18,11,20,23,18,19,20,17,26,19,12,23,16,26,19,29,21,27,1687
2018,West Bengal,West District 12,16,19,12,16,24,16,15,31,18,18,27,21,27,23,17,21,15,15,14,19,19,14,23,19,19,13,16,20,17,21,16,14,19,21,27,8,22,12,27,20,1741
2018,West Bengal,West District 13,21,17,18,20,21,21,20,26,21,20,32,21,10,15,33,19,19,20,16,19,22,19,20,13,20,32,23,26,23,22,19,28,20,22,17,19,23,17,18,25,1779
2018,West Bengal,West District 14,19,19,16,22,40,15,16,19,18,14,24,13,21,15,18,18,16,18,12,17,23,16,19,20,19,14,23,13,22,25,19,19,14,18,13,14,18,15,22,15,1662
2018,West Bengal,West District 15,19,17,22,16,39,21,15,25,13,24,40,21,20,25,29,25,15,10,20,19,17,13,20,22,18,18,19,16,15,19,16,14,19,19,18,26,22,20,11,16,1706
2018,West Bengal,West District 16,14,15,25,16,39,18,17,21,21,21,25,14,22,25,21,19,19,24,17,14,14,16,22,17,15,20,15,20,17,18,17,17,18,22,15,20,7,15,23,21,1730
2018,West Bengal,West District 17,20,23,18,19,21,13,20,41,21,13,26,18,16,18,15,11,20,25,19,24,20,14,12,20,19,21,10,18,17,12,20,18,22,22,17,18,10,22,15,19,1655
2018,Andaman and Nicobar Islands,Andaman District 1,13,13,8,19,19,11,9,21,15,19,20,13,10,16,15,18,20,12,11,13,5,11,16,17,9,10,14,14,15,20,17,10,18,15,16,10,15,14,12,18,1192
2018,Andaman and Nicobar Islands,Andaman District 2,9,11,13,14,28,12,16,27,16,15,22,9,12,16,7,18,18,11,8,12,16,13,20,10,16,10,11,18,16,16,16,15,12,15,16,14,17,12,19,17,1266
2018,Andaman and Nicobar Islands,Andaman District 3,19,12,12,15,22,12,16,26,17,7,21,19,9,16,7,15,12,20,10,9,14,14,10,14,10,9,16,12,14,14,7,11,23,12,15,10,8,9,15,13,1244
2018,Andaman and Nicobar Islands,Andaman District 4,9,12,19,13,35,13,14,22,12,17,24,8,18,16,12,16,19,12,20,12,10,10,18,14,22,12,19,23,12,13,16,11,17,11,14,13,18,13,15,14,1316
2018,Andaman and Nicobar Islands,Andaman District 5,10,14,12,13,23,15,14,20,12,14,22,15,11,18,15,12,17,15,12,13,11,18,12,14,17,12,18,24,13,17,11,8,13,17,15,13,12,15,16,15,1250
2018,Andaman and Nicobar Islands,Andaman District 6,7,10,12,20,18,16,16,27,18,11,26,18,15,17,14,12,13,14,11,8,13,10,13,14,10,13,12,18,14,11,10,11,9,11,7,17,13,16,13,16,1243
2018,Andaman and Nicobar Islands,Andaman District 7,12,15,6,12,24,14,10,22,17,10,33,20,18,7,9,13,16,17,8,13,18,16,5,15,9,15,19,22,12,14,18,9,11,18,15,15,13,14,12,14,1263
2018,Andaman and Nicobar Islands,Andaman District 8,8,23,15,10,21,16,16,18,16,9,22,10,14,13,19,18,8,13,13,11,13,15,14,12,14,16,16,14,21,14,12,20,11,16,8,15,15,17,13,9,1249
2018,Andaman and Nicobar Islands,Andaman District 9,9,20,13,14,21,10,8,27,21,10,24,9,19,8,7,17,12,13,12,13,14,21,11,18,9,5,15,16,17,21,7,14,12,17,17,16,12,12,22,21,1272
2018,Andaman and Nicobar Islands,Andaman District 10,10,12,17,15,30,19,15,20,12,9,29,22,17,17,10,17,11,10,10,13,26,16,11,12,13,10,14,13,5,15,13,13,13,13,14,16,12,15,13,14,1280
2018,Andaman and Nicobar Islands,Andaman District 11,17,7,13,14,22,14,16,27,11,15,18,15,15,9,11,13,11,14,14,13,17,9,8,8,10,13,11,14,16,12,13,15,11,15,16,15,12,17,13,9,1229
2018,Andaman and Nicobar Islands,Andaman District 12,8,13,16,13,18,10,8,22,13,9,29,14,13,19,13,14,12,15,18,12,12,18,18,18,8,13,11,15,12,17,17,12,18,16,14,10,13,14,15,10,1260
2018,Andaman and Nicobar Islands,Andaman District 13,16,16,12,15,27,10,15,22,17,12,23,15,14,15,14,15,11,12,11,21,10,20,17,12,16,14,15,15,8,17,14,7,13,12,20,11,19,12,20,6,1295
2018,Chandigarh,Chandigarh District 1,33,33,25,29,45,29,20,45,25,33,54,26,31,21,32,33,23,35,25,31,35,35,25,24,27,21,31,25,21,29,34,31,26,21,27,20,27,26,23,34,2562
2018,Chandigarh,Chandigarh District 2,37,27,21,22,41,20,37,35,26,24,46,23,33,31,36,31,28,26,29,22,31,26,18,22,42,22,28,18,26,26,15,28,38,27,36,30,27,27,29,29,2600
2018,Chandigarh,Chandigarh District 3,25,30,37,28,30,23,37,39,28,27,37,26,31,22,35,27,28,25,37,32,31,25,30,27,31,27,25,32,28,35,37,25,33,33,29,24,27,22,31,28,2623
2018,Chandigarh,Chandigarh District 4,33,29,28,37,40,28,34,36,23,28,44,27,20,34,30,32,32,19,31,22,20,26,18,26,33,19,22,26,24,24,31,28,26,24,31,31,30,23,25,17,2566
2018,Chandigarh,Chandigarh District 5,26,28,23,29,31,30,32,37,25,23,42,34,33,36,30,24,30,28,34,45,29,25,34,35,27,25,28,24,17,37,37,34,28,29,26,21,36,36,30,21,2601
2018,Chandigarh,Chandigarh District 6,23,30,27,27,37,21,43,39,30,25,43,37,21,25,33,31,34,35,24,30,26,33,45,25,30,29,26,30,32,30,37,23,23,35,32,31,26,20,31,25,2681
2018,Chandigarh,Chandigarh District 7,22,28,28,36,34,35,36,34,32,42,30,30,24,21,32,31,24,27,23,24,29,28,23,28,33,32,25,24,31,25,31,29,27,25,37,30,33,17,22,22,2552
2018,Chandigarh,Chandigarh District 8,22,29,27,29,43,29,26,32,33,27,36,24,30,27,45,23,29,28,32,26,23,24,29,31,22,20,22,35,34,27,29,36,32,30,38,26,35,25,29,33,2563
2018,Chandigarh,Chandigarh District 9,26,21,29,25,47,17,23,41,26,23,47,24,26,35,31,33,21,17,30,18,33,27,20,37,31,28,33,29,16,26,33,23,25,31,35,36,22,24,20,33,2596
2018,Chandigarh,Chandigarh District 10,25,28,24,24,41,34,40,41,30,28,30,17,26,29,28,27,34,27,30,31,30,30,30,23,31,22,22,28,36,18,27,24,30,21,25,31,29,31,16,23,2548
2018,Chandigarh,Chandigarh District 11,36,25,24,24,22,24,22,45,35,24,39,20,33,22,28,25,24,25,35,26,33,39,27,36,33,29,24,24,31,22,37,23,29,32,26,23,33,19,34,28,2575
2018,Chandigarh,Chandigarh District 12,43,35,29,24,38,26,28,43,27,32,39,21,25,28,29,19,19,26,18,29,28,23,20,24,32,28,36,18,18,34,28,25,24,27,31,25,29,33,26,24,2507
2018,Chandigarh,Chandigarh District 13,33,26,33,28,38,29,33,55,26,33,33,25,24,29,37,27,24,27,19,21,33,38,28,30,23,30,32,17,22,33,36,28,30,31,33,27,27,38,35,21,2689
2018,Chandigarh,Chandigarh District 14,23,21,20,22,32,29,32,38,21,26,41,29,30,21,23,26,30,32,24,27,31,29,31,33,27,38,23,27,18,25,28,30,39,32,30,20,29,35,30,24,2568
2018,Chandigarh,Chandigarh District 15,32,34,28,22,52,22,29,43,27,39,40,29,29,29,26,30,24,21,35,26,22,26,35,18,37,30,27,28,23,22,19,27,27,21,26,29,24,26,30,34,2575
2018,Chandigarh,Chandigarh District 16,24,19,27,20,43,20,30,48,28,30,33,31,31,28,23,27,27,41,27,31,28,27,36,23,24,36,24,24,28,21,28,28,27,50,31,32,18,35,30,26,2582
2018,Chandigarh,Chandigarh District 17,20,28,24,24,36,20,38,42,25,30,33,34,44,34,38,26,32,27,27,34,33,21,27,40,20,32,29,20,21,33,29,37,23,30,23,40,32,26,25,28,2607
2018,Chandigarh,Chandigarh District 18,23,29,26,24,34,27,23,51,29,31,39,23,25,19,26,27,24,38,24,24,31,30,18,19,26,36,28,25,29,36,34,34,31,35,29,29,27,23,36,34,2558
2018,Chandigarh,Chandigarh District 19,21,27,37,19,38,31,32,27,29,32,43,22,31,31,28,39,24,29,25,20,28,19,37,24,18,38,24,38,31,32,32,29,31,35,19,26,29,26,25,29,2534
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 1,25,14,22,32,30,30,23,31,21,14,38,15,30,22,23,28,26,23,27,26,24,27,37,16,23,20,19,26,20,21,23,22,31,13,20,13,21,21,23,18,2101
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 2,21,27,30,26,26,22,22,27,26,19,52,34,19,17,28,32,20,24,12,19,12,22,28,26,28,25,19,27,20,21,33,15,27,32,20,18,23,22,29,24,2233
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 3,17,27,22,22,34,15,19,34,18,21,32,22,19,16,19,27,18,26,14,28,23,19,29,32,22,27,28,19,18,37,23,28,25,33,21,26,25,15,28,20,2130
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 4,15,25,20,20,32,23,34,32,22,21,29,23,15,22,34,30,17,14,23,20,29,17,18,26,35,26,23,23,29,31,21,24,22,24,33,24,20,32,17,31,2133
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 5,23,21,28,22,38,19,27,36,27,20,33,16,18,27,23,21,30,17,24,20,34,17,21,19,17,20,22,23,20,21,28,21,31,18,19,19,26,25,23,19,2125
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 6,21,19,22,15,30,31,30,36,17,27,33,23,18,20,25,25,24,27,22,30,24,23,24,31,31,26,22,23,27,21,28,22,20,21,24,22,19,18,32,21,2186
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 7,28,21,25,26,42,26,30,40,19,23,44,19,21,21,20,27,26,30,22,28,22,15,23,25,13,20,34,24,18,15,28,27,23,22,25,20,14,27,20,20,2117
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 8,31,29,21,22,33,23,30,34,28,24,33,13,19,27,23,18,25,22,23,22,18,14,25,17,27,19,30,22,24,26,31,23,26,17,20,29,26,23,18,11,2135
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 9,29,33,28,14,34,20,27,37,22,28,28,21,15,26,29,22,23,34,20,26,27,24,21,22,22,37,26,17,29,26,10,21,20,20,17,28,23,17,32,27,2175
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 10,19,14,32,29,32,27,18,32,23,20,28,15,26,31,17,17,21,26,24,20,28,17,29,25,26,30,17,24,24,25,21,17,25,23,22,16,24,30,27,22,2112
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 11,21,19,32,23,30,38,11,29,32,22,39,20,24,20,21,17,27,18,24,24,28,16,29,22,29,27,23,28,30,25,26,23,25,28,24,22,23,24,20,28,2194
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 12,33,24,18,25,29,21,25,38,14,24,43,21,17,30,20,25,18,23,26,24,34,24,23,25,22,17,21,18,23,23,19,34,23,17,34,20,26,16,24,24,2175
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 13,26,19,19,13,32,29,18,35,30,24,23,19,23,21,27,22,25,20,13,18,17,20,31,18,15,24,25,14,17,23,24,15,28,19,27,21,24,30,26,24,2070
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 14,22,18,24,26,32,35,25,35,19,23,30,30,13,24,20,27,28,34,27,19,21,19,34,20,30,23,29,18,25,29,36,27,20,31,32,31,22,26,28,24,2157
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 15,19,26,23,24,32,32,24,43,22,26,50,21,21,24,27,21,28,20,22,21,26,23,27,31,17,25,23,25,29,24,15,26,29,21,26,26,23,18,32,17,2191
2018,Dadra and Nagar Haveli and Daman and Diu,Dadra District 16,20,22,23,28,32,25,26,28,31,24,52,21,20,35,41,13,31,24,24,18,28,20,28,29,32,16,21,27,22,17,30,21,24,24,14,26,24,24,23,26,2228
2018,Delhi,Delhi District 1,19,17,28,23,33,18,12,19,15,13,24,14,19,20,24,11,23,23,21,13,20,21,21,19,24,24,21,15,13,15,19,12,22,20,24,22,20,16,20,20,1761
2018,Delhi,Delhi District 2,18,16,24,19,41,9,14,19,16,21,23,21,24,29,18,18,15,27,18,15,19,22,14,14,20,16,20,23,15,14,15,22,17,23,15,16,18,15,23,23,1690
2018,Delhi,Delhi District 3,17,27,25,16,29,25,19,28,24,25,26,14,10,16,31,22,20,13,12,16,20,14,19,15,24,21,9,23,24,9,20,16,20,18,16,24,12,18,24,18,1723
2018,Delhi,Delhi District 4,21,18,22,15,18,22,17,26,24,21,27,17,22,15,23,9,22,12,19,22,18,9,22,14,16,17,25,18,19,21,17,14,18,15,20,17,18,17,18,23,1692
2018,Delhi,Delhi District 5,16,28,21,15,26,16,16,21,18,31,24,21,21,10,20,14,21,13,20,27,17,19,21,24,19,18,11,15,17,26,18,21,15,21,20,18,20,14,21,25,1703
2018,Delhi,Delhi District 6,21,21,28,23,28,21,24,30,10,24,36,28,18,12,19,14,22,17,16,28,18,21,17,17,17,20,23,16,9,20,14,22,17,15,23,20,19,25,17,19,1737
2018,Delhi,Delhi District 7,11,16,11,16,25,23,14,29,15,21,31,14,15,18,19,19,20,22,18,20,16,20,27,10,21,17,12,13,14,22,22,20,13,18,29,16,13,8,17,22,1680
2018,Delhi,Delhi District 8,13,21,24,21,29,17,22,24,18,20,41,12,22,17,24,20,11,22,19,20,9,20,16,19,21,18,18,14,13,19,23,21,26,24,21,25,18,27,20,15,1757
2018,Ladakh,Ladakh District 1,34,25,24,24,26,24,24,37,24,26,40,32,10,17,22,24,18,27,31,29,26,20,21,22,20,29,21,28,22,27,21,21,24,19,20,18,25,20,19,27,2161
2018,Ladakh,Ladakh District 2,18,28,24,31,30,28,27,36,22,26,39,29,25,22,24,18,18,24,24,22,14,27,35,40,19,26,16,32,28,20,26,18,27,19,20,24,33,33,24,29,2211
2018,Ladakh,Ladakh District 3,20,29,22,21,32,25,22,30,20,26,31,26,26,32,26,36,21,20,21,25,27,26,23,19,22,17,19,24,17,24,23,14,24,16,26,30,33,17,30,30,2140
2018,Ladakh,Ladakh District 4,32,26,25,34,34,12,19,24,19,22,35,22,22,17,24,30,24,36,22,17,17,17,29,23,25,32,21,26,22,21,26,24,24,21,20,15,29,23,33,19,2159
2018,Ladakh,Ladakh District 5,23,22,23,22,34,20,18,28,24,31,28,20,26,31,29,33,18,14,25,24,18,32,22,37,20,22,26,22,27,15,27,23,16,21,27,32,23,17,11,24,2134
2018,Ladakh,Ladakh District 6,24,29,20,25,29,24,23,43,26,25,36,31,22,28,19,23,17,24,24,19,26,28,21,21,17,27,20,15,19,18,19,21,28,17,26,25,17,25,17,22,2080
2018,Ladakh,Ladakh District 7,13,16,35,25,36,26,30,30,25,25,35,21,26,14,33,26,19,18,21,23,33,20,30,22,15,13,25,22,24,16,19,22,39,19,27,19,33,15,28,24,2102
2018,Ladakh,Ladakh District 8,20,23,17,27,32,24,11,36,28,22,39,26,18,24,30,19,22,15,20,14,12,23,20,27,26,23,26,23,25,22,18,18,28,27,23,22,29,23,20,23,2106
2018,Ladakh,Ladakh District 9,19,22,23,17,29,19,24,28,27,16,33,21,22,25,21,23,31,23,23,23,26,20,22,15,25,24,23,22,21,25,29,34,26,31,16,26,17,23,23,24,2088
2018,Ladakh,Ladakh District 10,33,17,26,20,21,29,18,33,16,24,33,26,14,27,25,18,17,16,20,33,24,20,22,23,21,25,24,22,25,26,28,22,33,29,28,27,22,25,24,23,2140
2018,Ladakh,Ladakh District 11,26,18,23,23,26,15,27,35,24,19,42,27,21,25,24,14,24,26,12,29,25,23,23,17,27,25,24,19,23,18,25,31,30,24,21,20,24,23,31,17,2084
2018,Ladakh,Ladakh District 12,23,35,31,25,33,19,28,32,23,20,34,27,20,29,17,19,17,23,26,22,33,16,17,33,21,23,22,16,22,26,14,16,22,17,18,30,24,16,18,20,2149
2018,Ladakh,Ladakh District 13,20,24,27,19,46,38,26,31,25,26,40,26,22,30,18,18,21,31,18,20,16,12,19,20,18,19,20,20,25,22,20,33,21,19,22,14,20,21,33,26,2138
2018,Ladakh,Ladakh District 14,18,15,23,32,22,18,20,33,21,21,37,29,34,28,28,26,20,26,21,16,20,19,14,35,20,19,34,19,23,22,31,21,27,30,21,21,23,28,22,24,2144
2018,Ladakh,Ladakh District 15,20,20,29,29,28,24,21,33,28,20,29,18,25,31,20,24,24,20,21,26,24,20,23,15,19,27,23,27,19,26,27,17,27,22,17,25,15,17,24,23,2106
2018,Ladakh,Ladakh District 16,21,21,22,18,34,28,13,38,20,25,46,23,16,18,29,30,16,22,30,24,24,16,21,29,17,30,25,20,24,26,23,29,25,32,28,33,25,32,26,29,2222
2018,Ladakh,Ladakh District 17,21,21,20,22,28,34,20,39,24,31,34,23,31,28,24,22,25,24,21,28,20,24,27,23,26,18,19,18,13,27,30,21,27,18,13,20,21,30,15,37,2173
2018,Ladakh,Ladakh District 18,26,27,28,25,36,25,23,27,28,20,39,22,33,26,23,25,26,13,31,21,25,25,31,26,23,28,22,26,34,32,22,22,27,25,24,14,27,14,28,21,2152
2018,Lakshadweep,Lakshadweep District 1,10,12,9,7,15,13,8,17,7,6,28,5,6,6,4,10,12,6,12,12,10,8,6,7,6,4,3,12,13,3,11,11,8,10,7,4,9,9,3,13,766
2018,Lakshadweep,Lakshadweep District 2,6,16,9,5,19,13,7,17,11,11,26,7,2,10,9,9,16,10,9,8,7,6,8,10,6,11,6,12,10,6,11,10,10,6,13,8,6,5,2,12,849
2018,Lakshadweep,Lakshadweep District 3,5,6,5,13,18,9,6,26,9,10,19,11,5,9,5,6,11,8,9,11,11,16,8,10,6,8,13,6,11,8,5,2,11,6,7,7,6,10,7,7,782
2018,Lakshadweep,Lakshadweep District 4,10,7,9,3,20,5,9,18,11,15,18,8,8,9,10,8,9,6,6,7,10,7,3,7,7,7,12,8,9,6,7,3,7,8,8,7,8,8,5,9,808
2018,Lakshadweep,Lakshadweep District 5,10,9,10,11,18,10,15,18,9,7,19,10,10,9,13,10,11,5,11,6,6,4,6,8,8,8,8,6,9,8,8,10,10,18,9,3,9,7,12,10,772
2018,Lakshadweep,Lakshadweep District 6,8,7,10,7,18,7,10,15,13,3,12,6,5,8,8,12,6,7,11,11,5,13,5,7,6,7,7,12,8,11,9,13,11,8,10,5,9,6,9,2,764
2018,Lakshadweep,Lakshadweep District 7,9,12,9,7,15,8,11,15,8,10,22,13,5,8,8,10,9,6,9,7,9,10,11,11,7,12,9,9,8,12,3,9,11,12,3,9,10,11,5,10,827
2018,Lakshadweep,Lakshadweep District 8,9,9,9,9,17,8,8,16,12,9,13,5,9,7,11,7,5,9,5,12,14,11,8,6,6,6,8,9,11,12,7,5,9,8,9,8,9,13,5,4,763
2018,Lakshadweep,Lakshadweep District 9,6,8,7,9,12,9,7,11,7,7,20,5,6,6,5,9,8,8,6,11,7,6,7,9,7,10,11,10,13,9,12,10,11,7,8,11,14,6,6,12,783
2018,Lakshadweep,Lakshadweep District 10,4,10,8,9,23,7,9,18,10,6,25,5,9,5,6,5,6,10,10,8,9,13,10,10,4,7,16,4,6,9,11,10,6,5,9,8,8,10,5,8,811
2018,Lakshadweep,Lakshadweep District 11,10,8,9,13,22,10,10,18,13,7,17,6,5,7,7,8,7,10,5,7,10,6,7,8,7,12,13,8,5,12,8,13,8,4,11,9,6,7,9,5,827
2018,Lakshadweep,Lakshadweep District 12,12,5,5,9,17,10,5,16,13,8,15,11,12,8,11,11,6,7,7,10,9,4,8,5,7,8,10,11,8,8,7,9,12,9,7,6,12,7,10,8,789
2018,Lakshadweep,Lakshadweep District 13,7,11,12,5,25,7,5,15,9,8,17,11,7,9,10,12,7,8,7,9,5,4,10,10,4,11,15,10,14,6,15,6,10,7,8,6,13,9,9,11,798
